pair_idx	answer_text	answer_text_idx	question_text	question_text_idx	asker	answerer	asked_tbl	date	govt	is_pmq	is_topical	len_followups	official_name	major_name	minor_name	num_interjections	party_asker	is_incumbent_asker	is_oppn_asker	party_answerer	is_incumbent_answerer	is_oppn_answerer
2007-07-25.2.2	The conduct of most of the inquiries that are taking place is already set out, and they are already proceeding along their courses. A number of inquiries are under way. I am not quite sure which inquiry the hon Gentleman is referring to, but I am happy to discuss that with him or to pursue it by letter. Of course, inquiry matters are for me to set out, but once under way, they are matters for the chairman or the judge involved.	2007-07-25b.826.3	"I apologise for not have heard all the answer, Mr. Speaker.
The Secretary of State has been helpful in what he has said, but will he tell me whether he in the Department or someone in the devolved Administration decides which inquiry will take place and determines the extent of the investigation and the budgetary parameters? Who decides whether it is appropriate to hold an inquiry and on what terms?"	2007-07-25b.826.2	person/13736	person/10651	True	2007-07-25	brown	False	False	0	Northern Ireland	Northern Ireland	Historical Inquiries	0	conservative	False	True	labour	True	False
2007-07-25.2.3	There is no question in anybody's mind of inquiries being confused with vendettas. The inquiries are there precisely to establish the truth, and it is absolutely right that they continue to do so. However, the hon Gentleman makes an important point about the future of inquiries and how we handle the past. That is why my predecessor—I pay tribute to the work that he did not only in this area, but during his entire time as Secretary of State for Northern Ireland over the previous two years—set up the consultative group. Its purpose, under Robin Eames and Denis Bradley, is to see whether, across the entire community of Northern Ireland, we can find a consensus on how to deal with the past. There is no question but that we must continue to discover the truth about the past. That will never be sacrificed. However, we also have to find a way to deal with the past that does not leave us in a divided past, but allows us to use our inquiries as a way of healing for the future.	2007-07-25b.826.5	The Secretary of State says that justice must take its course, but does he accept that many of the innocent victims in Northern Ireland see no justice? What they see is hundreds of millions of pounds being spent for political purposes by the Government and others to pursue a vendetta against the security forces and those who work to defeat terrorism. I welcome the Secretary of State to his new position, but will he do something to redress the balance in favour of the victims and against the terrorists and those who would seek to rewrite history?	2007-07-25b.826.4	person/10857	person/10651	False	2007-07-25	brown	False	False	0	Northern Ireland	Northern Ireland	Historical Inquiries	0	dup	False	False	labour	True	False
2007-07-25.2.4	I welcome the hon Gentleman to his post and I am sure that he will be extremely successful. I also welcome the co-operation that he has already offered me in my job. I agree with most of what he said, but, on the other hand, I cannot second-guess the outcome of the work of Lord Eames and Denis Bradley. I have every confidence that if a consensus can be found on how to deal with the past for the future, they are the people who will help to find it from within the community. It is my intention to publish the findings of their report, but that will be based on consultation with them.	2007-07-25b.827.1	I welcome the Secretary of State and the Minister of State to their new positions and offer the best wishes of my party to them in doing what remains, potentially, a very difficult job. I share many of the concerns about the price of the inquiries, but we should never lose sight of their value. The Secretary of State just referred to the Bradley and Eames commission on the past. Does he accept that that is an inquiry of a different order? Will he ensure that its deliberations are properly resourced and that any recommendations it makes will be properly implemented?	2007-07-25b.827.0	person/10785	person/10651	False	2007-07-25	brown	False	False	0	Northern Ireland	Northern Ireland	Historical Inquiries	0	liberal-democrat	False	False	labour	True	False
2007-07-25.2.5	"Since the hon Gentleman invites me to look at the past, and the time when we were both elected, I will say to him that it took me two years to realise that the Conservatives were the party of the past and that Labour remains and will be the party of the future. Even though he has remained in the Conservative party for eight years longer than I did, if he wants to come across now, I am sure that we can always find a place for him here.
In relation to the hon Gentleman's question about the cost of future inquiries, in the case of the four public inquiries currently under way, we anticipate further expenditure of about £60 million. We have set aside for the historical inquiries team £34 million, of which £10 million has already been spent, leaving a further £24 million, which we expect to be spent by the various agencies in Northern Ireland in looking at the past."	2007-07-25b.827.3	I welcome the new Secretary of State to his office and wish him well. We were both elected as Conservative MPs in 1997 and it is an interesting reflection on the different ways in which we have spent the past 10 years that we hold our current posts. I intend to build on the sterling work of my hon Friend the Member for Aylesbury (Mr. Lidington) , who supported the Government through the current process, but did not offer them a blank cheque. On the question of cheques, will the Secretary of State estimate the total cost of all the current and future inquires, and say when he thinks they may be completed?	2007-07-25b.827.2	person/10473	person/10651	False	2007-07-25	brown	False	False	2	Northern Ireland	Northern Ireland	Historical Inquiries	0	conservative	False	True	labour	True	False
2007-07-25.3.0	The hon Gentleman is right to point out that we need to deal with not just the supply of, but the demand for, illegal drugs in prisons. I was at Hydebank Wood prison earlier this week, and I saw the work of an organisation called Opportunity Youth, which works to support, help and counsel young people there. Its results are very good, in terms of lowering recidivism rates and ensuring a worthwhile future for those young people. When the director brings his recommendations to me, I expect him to include measures that will give people support and help in dealing with their addiction problems.	2007-07-25b.828.7	Given that so many prisoners are heavily dependent on drugs when convicted, and that so many prisoners suffer from mental illness through drug use, what extra measures will the Minister introduce to encourage the rehabilitation of prisoners while they are in jail, so that they come off drugs?	2007-07-25b.828.6	person/11661	person/10232	True	2007-07-25	brown	False	False	0	Northern Ireland	Northern Ireland	Prisons (Illegal Drugs)	0	conservative	False	True	labour	True	False
2007-07-25.3.1	Of course, sentencing is a matter for the judiciary, rather than Ministers, but I know that the hon Gentleman is concerned with the need to make sure that for serious offences, particularly sexual crime and drugs offences, the punishment fits the crime. I can tell him and the rest of the House that later in the year I will bring forward proposals for a reform of the sentencing framework in Northern Ireland, which will include the possibility of tougher sentences for dangerous and violent offenders.	2007-07-25b.829.2	In the Minister's opinion, are the sentences handed down by the courts in Northern Ireland for drug-related offences— [Interruption.]	2007-07-25b.828.8	person/11892	person/10232	False	2007-07-25	brown	False	False	0	Northern Ireland	Northern Ireland	Prisons (Illegal Drugs)	1	dup	False	False	labour	True	False
2007-07-25.3.2	Of course my hon Friend is right: the problem of drugs in prisons, regrettable as it is, is not unique to Northern Ireland. It affects the prison system in Scotland, England and Wales, too, and it requires drug testing to take place. There are also issues of support for those with an addiction problem. I assure him that we will continue to pay attention to the subject, and to invest in it, and we will continue to learn about what works best from prisons in other jurisdictions.	2007-07-25b.829.4	My hon Friend will know that it is not just in Northern Ireland that drugs coming into prisons are a problem; recently in Scotland, a solicitor was sent to jail for bringing drugs into prison. Will he ensure that there is adequate funding in Northern Ireland, not only for searches—we must make sure that they are much more sophisticated—but to ensure that the consequences for people convicted of bringing drugs into prisons are advertised, so that people know what they are up against when they do it?	2007-07-25b.829.3	person/10684	person/10232	False	2007-07-25	brown	False	False	0	Northern Ireland	Northern Ireland	Prisons (Illegal Drugs)	0	labour	True	False	labour	True	False
2007-07-25.4.0	We take drug misuse and drug trafficking very seriously indeed, and I can assure the hon Lady that there is close co-operation between the Garda Siochana and the Police Service of Northern Ireland to deal with the issue. I give them my full support as the Minister, and also as the chairman of the organised crime taskforce. We must stop drugs poisoning the lives of young people in communities in Northern Ireland, and none of us should rest until that is the case.	2007-07-25b.829.9	Home Office statistics show that since 1998, when the current method of recording crime was introduced, there has been an increase of 35.5 per cent. in recorded drug trafficking offences. What additional help is being given to the police to help them identify the paramilitary groups that are involved in drug trafficking and dealing?	2007-07-25b.829.8	person/11308	person/10232	True	2007-07-25	brown	False	False	0	Northern Ireland	Northern Ireland	Illegal Drugs (Cross-Border Movement)	0	conservative	False	True	labour	True	False
2007-07-25.5.0	I have studied the case that the Opposition have been making. Last week they quoted the National Association of Probation Officers, which says that it is not opposed to the end-of-custody licences. It has no objection in principle to them at all. As for the hon Gentleman's point about tagging and home detention curfew, the people who were let out were let out four and a half months early under home detention curfew. The people who were let out in the past few weeks were let out on 6 July , whereas otherwise they would have been let out on 24 July . There was only 18 days' difference. The major change that we have made as a Government over the past few weeks is to build more prison places, which the Opposition could not afford because they would not have the money to do it.	2007-07-25b.830.6	Since the right hon Gentleman became Prime Minister, he has allowed the release from prison of 951 criminals who had been judged too dangerous to release from prison on a tag. If those people were too dangerous to be out of prison on a tag, why are they now safe to be released from prison without a tag?	2007-07-25b.830.5	person/11816	person/10068	True	2007-07-25	brown	True	False	0	Prime Minister	Prime Minister	Engagements	0	conservative	False	True	labour	True	False
2007-07-25.5.1	Let me join my hon Friend in expressing my sympathy to all the people in the Gloucester, Tewkesbury and related areas who have suffered an enormous amount of inconvenience as a result of the storms and then the floods. I also pay tribute to the emergency services—the police, the fire services, the Army and all those who have worked to try to get supplies into the areas and to make sure that the utilities are back serving the people. My hon Friend is right that Mythe water station failed. He is right that we would like it back in use as quickly as possible. He is also right that all the civil engineering capacity that can be brought to bear is being brought to bear. The water works were polluted. There is, therefore, a danger that the water pouring out from there would contaminate local people. We have made it clear to the Severn water company that it has to provide the bowsers for the area. Nine hundred have already been provided, and 900 will be provided within the next day. Drinking water is being provided through the retail stores. I think that the company has discharged its duty in ensuring that that water is available. Obviously we want Mythe water station back as quickly as possible. I will visit the area later today, and I have invited the hon Member for Tewkesbury (Mr. Robertson) and Gloucestershire Members on both sides of the House to join me on that visit, when we will see at first hand how things are progressing. I think that the House owes a debt of gratitude to all the emergency services, and we will do everything we can to get supplies restored as quickly as possible.	2007-07-25b.831.0	I thank my right hon Friend and all the other Ministers for the interest that they have taken in Gloucestershire. I pay due regard to the emergency services for the superb work that they have undertaken, and I pass on my commiserations to my colleagues in the county and all their constituents. However, can it be right that we are told that it will take 14 days to get back our main drinking supplies? There is much misinformation about who is off the mains supply and who is likely to be off. All the businesses, farms and individual households want some certainty. It cannot be the case that we must wait so long in this day and age because of the present crisis. For some time Severn Trent has needed to understand that it must act more quickly. I hope my right hon Friend will make sure that that happens.	2007-07-25b.830.7	person/10177	person/10068	False	2007-07-25	brown	True	False	0	Prime Minister	Prime Minister	Engagements	0	labour	True	False	labour	True	False
2007-07-25.5.2	"I am grateful to the right hon Gentleman. I hope that the whole House will agree on our thanks to all the emergency services. I have seen at first hand the superb work they are doing, and I look forward to meeting them later today. I also agree that the sympathies that go out to those who have been disconnected and those who are without vital supplies are shared by the whole House. We will have to consider what is to happen in the future. Of course, the main thing at the moment is to make people secure, to prevent any further incidents, and to do what we can to give people the supplies that they need.
The review was set up as a result of what happened in Yorkshire and Humberside. It is to help us to understand why the flooding has been so extensive and why we are seeing such extreme weather conditions, but also to learn lessons for the future. The siting of infrastructure is one issue that I think that the right hon Gentleman will agree about; the provision of supplies for dealing with floods is another. Drainage is an issue that has become particularly relevant because of what is happening on the roads. All those issues will be investigated in full, and I believe that the report that he will see when it comes out later this year will be extensive in considering both what has happened and what needs to be done. I hope that there will be an all-party consensus that we need to invest more in preventing floods in the future."	2007-07-25b.832.0	"I join the Prime Minister in sending my condolences to the families of Lance-Corporal Timothy Flowers and Senior Aircraftsmen Matthew Caulwell, Christopher Dunsmore and Peter McFerran, all of whom were killed in Iraq. Their deaths are a reminder of the daily sacrifices that our young men and women are making on our behalf, and we honour their memory.
I join the Prime Minister and the hon Member for Stroud (Mr. Drew) in praising the emergency services and local councils for the vital work that they are doing in dealing with the floods. The sympathy of the whole House will go out to those who have lost loved ones, those who have been flooded out or evacuated, and those who have had property damaged or lost.
Looking to the future and how we minimise the risk of future flooding, at least five times in the past decade the House has been told that co-ordination between the Environment Agency and local councils needs to improve. I welcome the review that the Prime Minister has set up. Can he confirm that it will look into co-ordination to ensure that this time it really is delivered, and will he ensure that we do everything possible to protect key infrastructure in the future?"	2007-07-25b.831.1	person/10777	person/10068	False	2007-07-25	brown	True	False	5	Prime Minister	Prime Minister	Engagements	1	conservative	False	True	labour	True	False
2007-07-25.5.3	This is a very serious matter, because it affects people's confidence in television stations. Those people who are running competitions and telephone lines rely on the general public having confidence in what they are doing. I will certainly have the talks that my hon Friend suggests, but it is a matter for those authorities to sort out, and they should do it quickly.	2007-07-25b.833.3	My right hon Friend will be aware of the very serious situation facing broadcasters in this country, with the revelations last week from the BBC, and this morning's resignation by the head of GMTV. Will he hold urgent talks with Ofcom and the Department for Culture, Media and Sport in an attempt to restore public faith in broadcasters?	2007-07-25b.833.2	person/10392	person/10068	False	2007-07-25	brown	True	False	0	Prime Minister	Prime Minister	Engagements	0	labour	True	False	labour	True	False
2007-07-25.5.4	I am grateful to the right hon and learned Gentleman because that is exactly what we have to do. If we are dealing with extreme weather conditions, as we are, and if we are dealing with the situation that we found in Yorkshire and Humberside, and particularly in Gloucester, where a month's rain fell within an hour, we have to look at whether the precautions we have taken in the past are satisfactory, whether infrastructure is sited in the right place, and whether drainage arrangements made in the 19th and 20th centuries are suitable for 21st century conditions. I assure him that the review has sufficiently wide terms of reference—I could read them out, but I shall pass them on to him—for all these issues to be looked at. But again, all parties will have to agree that further expenditure on infrastructure will be necessary, and that it will be a public expenditure requirement for the country.	2007-07-25b.834.0	"Once again, I associate myself with the expressions of condolence and sympathy that we have just heard from the Prime Minister, and like him, I wish to pay tribute to the local authorities, the armed services and the emergency services, some of whose work I have seen for myself.
The Prime Minister acknowledged the importance of infrastructure, particularly water treatment plants and power stations. In the review to which he has referred, set up by the Secretary of State for Environment, Food and Rural Affairs, will there be a detailed assessment of the precautions available to all such infrastructural facilities throughout the country, and not just those in the areas affected during the past few weeks?"	2007-07-25b.833.4	person/10088	person/10068	False	2007-07-25	brown	True	False	2	Prime Minister	Prime Minister	Engagements	0	liberal-democrat	False	False	labour	True	False
2007-07-25.5.5	I am grateful to my hon Friend. I have looked at the issue from time to time. I realise that he is passing judgment on a former Chancellor of the Exchequer when he makes his comments about what has happened to the taxation of bingo. I assure him that the current Chancellor will continue to consider those matters and that I too am happy to meet him to discuss them.	2007-07-25b.835.0	My right hon Friend knows that bingo clubs throughout the country provide a safe form of entertainment for many thousands of our constituents. However, due to a combination of factors, including the smoking ban, the removal of amusement games and the high taxation that bingo clubs face, 21 clubs have already closed in Scotland alone. Will my right hon Friend agree to meet me and representatives of the industry to ascertain whether we can find a way forward, especially through value added tax, to try to preserve as many of our bingo clubs as possible?	2007-07-25b.834.3	person/10305	person/10068	False	2007-07-25	brown	True	False	0	Prime Minister	Prime Minister	Engagements	0	labour	True	False	labour	True	False
2007-07-25.5.6	The agreement that we got on the budget is good for Britain. It means that we will make a proper contribution— [Interruption.]	2007-07-25b.835.2	Was the Prime Minister's predecessor right to give up £7 billion of Britain's EU rebate?	2007-07-25b.835.1	person/10062	person/10068	False	2007-07-25	brown	True	False	0	Prime Minister	Prime Minister	Engagements	1	conservative	False	True	labour	True	False
2007-07-25.5.7	My hon Friend raises an important issue, which is very much part of the spending review that we are undertaking so that we can do more for children in the establishments that she mentioned and recognise their needs. I believe that all parties accept that we undervalued what we needed to do in the past. The review that is taking place will make for better policy for the future. I am happy to talk to my hon Friend about those issues so that we can agree on a proper way forward.	2007-07-25b.835.6	My right hon Friend knows that, today in Britain, 4,000 children live in care establishments and long to live in family homes with parents. What are the Government doing about that?	2007-07-25b.835.5	person/10585	person/10068	False	2007-07-25	brown	True	False	0	Prime Minister	Prime Minister	Engagements	0	labour	True	False	labour	True	False
2007-07-25.5.8	"I see, Mr. Speaker, that we are quickly back to the old agenda. I have to tell the right hon Gentleman that, if he examines each aspect of the treaty and what we secured in our negotiations, he should support it, not oppose it. The first issue is the charter of rights—it is non-justiciable in British law, so we secured our negotiating objective. The second is justice and home affairs—we have an opt-in, so we secured our negotiating objective. The third issue is security, foreign affairs and defence policy, which remains intergovernmental, so we secured our objective. The fourth is social security—no expenditure affecting us will be made without an emergency brake that we can put on, so we secured our negotiating objective. National security will remain a matter for individual Governments, so we secured our negotiating objective. He might be better off, in the interests of unity within his own party, looking at what the chair of his democracy taskforce said only a few days ago. He said that, as a result of what we had negotiated, a European referendum would be ""crackpot"", ""dotty"" and ""frankly absurd""."	2007-07-25b.835.10	"This morning, the Prime Minister said in an interview about the EU constitution— [Interruption.] There is plenty more. He said:
""if I thought I was doing something that needed a referendum I would say so.""
The Irish Prime Minister says that 90 per cent. of the constitution remains in the treaty and the Spanish Foreign Minister says that 98 per cent. remains. What figure would the Prime Minister put on it? [Interruption.]"	2007-07-25b.835.7	person/10777	person/10068	False	2007-07-25	brown	True	False	4	Prime Minister	Prime Minister	Engagements	1	conservative	False	True	labour	True	False
2007-07-25.5.9	Obviously, we want decent pay for all workers in this country, but we must also tackle inflation, and people have to accept settlements that will ensure that inflation is low in the years to come. While I want to see justice for every low-paid worker in this country, we have to remember that if we do not win the battle against inflation, we will have a bigger problem next year or the year after. That is why I believe that all workers should look at pay settlements as a means by which we can conquer inflation over the next few months.	2007-07-25b.837.2	Will my right hon Friend join me in urging Royal Mail to enter into meaningful discussions with the Communication Workers Union and thus ensure that the jobs and the good pay and conditions of Royal Mail employees, such as those at Mount Pleasant sorting office in my constituency, are protected?	2007-07-25b.837.1	person/11656	person/10068	False	2007-07-25	brown	True	False	0	Prime Minister	Prime Minister	Engagements	0	labour	True	False	labour	True	False
2007-07-25.5.10	"We will meet our responsibilities in Iraq. They are responsibilities in relation to the United Nations and to the new, democratic Iraqi Government. We have reduced the number of troops from 44,000 to 5,500, and in three provinces we have moved from a combat role to an overwatch role. We will have to make a decision about moving to an overwatch role in a fourth province. I do not think that we would be doing the Iraqi Government or our commitments to the United Nations any service by setting an artificial timetable now.
I agree with the hon Gentleman, however, that we must support the effort in Afghanistan. It is the front line against the Taliban, and this is where we would like to see greater burden sharing by all our NATO and other allies. It is also where our Army and our defence forces are doing an excellent job, as they are in Iraq. Where the Army and the defence forces ask for extra and new equipment in Iraq and Afghanistan, it is being provided. We have already spent £0.75 billion on updating the equipment that is available to the forces, and, in Afghanistan in particular, I was able to announce new helicopters for our forces for this year and next year. I hope that the hon Gentleman will agree that, when it comes to the provision of equipment to deal with these emergencies, we have been forthcoming in providing the resources necessary."	2007-07-25b.837.4	Given the warnings from the Chief of the General Staff at the weekend that the Army was out of reserves, and given that the Defence Select Committee heard yesterday that more than 90 per cent of terrorist attacks in Basra are now being perpetrated on British forces, is it not time to bring the British forces out of Iraq and to concentrate our efforts on Afghanistan, which the west neglected by rushing to war in Iraq on a false prospectus?	2007-07-25b.837.3	person/10552	person/10068	False	2007-07-25	brown	True	False	0	Prime Minister	Prime Minister	Engagements	0	liberal-democrat	False	False	labour	True	False
2007-07-25.5.11	I want to praise my hon Friend's campaign on behalf of her constituents in the light of the terrible damage and injuries that have been inflicted. We share her concern to do everything that we can to minimise scalding as a result of failures in hot water systems. We are working closely with the industry to provide guidance and training to those who install and maintain hot water systems, and to review building regulations, which are important in regard to determining what further action is necessary. I shall be happy to meet my hon Friend and her campaigners to talk about these issues.	2007-07-25b.838.1	"Holly Davenport from Wakefield was just five years old when she suffered burns to 50 per cent. of her body after falling into a scalding hot bath. Each year, 600 people suffer the same terrible fate as Holly, three quarters of whom are children under five. Will my right hon Friend meet me and the ""Hot water burns like fire"" coalition, so that we can impress upon him the need to change the law to enable the installation of thermostatic mixing valves on the baths in the 3 million new homes that we are going to build over the next 13 years, to protect the most vulnerable in our society?"	2007-07-25b.838.0	person/11898	person/10068	False	2007-07-25	brown	True	False	0	Prime Minister	Prime Minister	Engagements	0	labour	True	False	labour	True	False
